0               1         2               3         4     5          6          7      8           9         10        11        12        13        14        15        16    17     18        19           20       21    22                                                               23
2458750.564229  0.000330  2458750.564197  0.000620  2014  0.001747   0.000237   Clear  Database    0.020908  0.000227  0.129018  0.112552  0.000660  0.016465  0.001143  0.58  1.17   0.001671  5.436784     BC00000  0     data/exo/HAT-P-32/Database/2019-09-24_ETD142/                    http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-32&PLANET=b
2458821.513670  0.000431  2458821.513586  0.000440  2047  0.000924   -0.000599  V      Database    0.025325  0.000327  0.131917  0.112027  0.000862  0.019889  0.001493  1.33  1.76   0.002566  6.448632     BC00000  0     data/exo/HAT-P-32/Database/2019-12-09_ETD143/                    http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-32&PLANET=b
2458847.312205  0.000434  2458847.311745  0.000470  2059  -0.000637  -0.002165  V      Database    0.020373  0.000286  0.131556  0.114955  0.000867  0.016601  0.001502  1.00  0.90   0.001801  0.181023     BC00001  1     data/exo/HAT-P-32/Database/2020-02-09_ETD144/                    http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-32&PLANET=b
2458849.464249  0.000299  2458849.464225  0.000350  2060  0.001399   -0.000129  V      Database    0.023932  0.000228  0.129522  0.111994  0.000598  0.017528  0.001035  0.76  1.27   0.001792  4.355839     BC00000  0     data/exo/HAT-P-32/Database/2020-02-09_ETD146/                    http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-32&PLANET=b
2458862.363855  0.000343  2458862.363904  0.000400  2066  0.000957   -0.000574  V      Database    0.021310  0.000233  0.132430  0.115388  0.000686  0.017042  0.001188  0.93  1.27   0.001871  4.266276     BC00000  0     data/exo/HAT-P-32/Database/2020-02-09_ETD147/                    http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-32&PLANET=b
2456237.204004  0.000295  2456237.203860  0.000248  845   0.000874   -0.000172  R      Literature  0.022190  0.000213  0.128516  0.111685  0.000590  0.016831  0.001021  0.56  1.61   0.002097  1.154927     BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2456250.104612  0.000459  2456250.104390  0.000363  851   0.001434   0.000385   R      Literature  0.022507  0.000324  0.130479  0.112385  0.000919  0.018094  0.001591  0.46  2.53   0.003277  1.431686     BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2456265.154884  0.000252  2456265.154660  0.000414  858   0.001650   0.000599   R      Literature  0.022880  0.000183  0.129810  0.112073  0.000505  0.017738  0.000874  0.42  1.83   0.001965  1.121387     BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2456637.104977  0.000290  2456637.104800  0.000201  1031  0.000359   -0.000761  R      Literature  0.022389  0.000209  0.130291  0.113160  0.000580  0.017131  0.001005  0.35  1.53   0.002005  0.886712     BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2457009.057826  0.000283  2457009.057750  0.000692  1204  0.001824   0.000635   R      Literature  0.022653  0.000209  0.128097  0.111170  0.000566  0.016927  0.000981  0.44  3.40   0.002700  1.124428     BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
